
{'eval/walltime': 288.64107728004456, 'eval/episode_distance_from_origin': Array(3393.0894, dtype=float32), 'eval/episode_distance_reward': Array(-0.09767264, dtype=float32), 'eval/episode_forward_reward': Array(-9.767248, dtype=float32), 'eval/episode_reward': Array(-221.17604, dtype=float32), 'eval/episode_reward_alive': Array(1.6953125, dtype=float32), 'eval/episode_reward_linvel': Array(-9.767248, dtype=float32), 'eval/episode_reward_quadctrl': Array(-213.00642, dtype=float32), 'eval/episode_x_position': Array(3356.3076, dtype=float32), 'eval/episode_x_velocity': Array(-1.953451, dtype=float32), 'eval/episode_y_position': Array(374.1032, dtype=float32), 'eval/episode_y_velocity': Array(2.602766, dtype=float32), 'eval/episode_distance_from_origin_std': Array(97.1213, dtype=float32), 'eval/episode_distance_reward_std': Array(0.79309046, dtype=float32), 'eval/episode_forward_reward_std': Array(79.30902, dtype=float32), 'eval/episode_reward_std': Array(80.365204, dtype=float32), 'eval/episode_reward_alive_std': Array(2.6599123, dtype=float32), 'eval/episode_reward_linvel_std': Array(79.30902, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(2.2752588, dtype=float32), 'eval/episode_x_position_std': Array(100.88203, dtype=float32), 'eval/episode_x_velocity_std': Array(15.861798, dtype=float32), 'eval/episode_y_position_std': Array(91.563156, dtype=float32), 'eval/episode_y_velocity_std': Array(12.185605, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 288.64107728004456, 'eval/sps': 443.45732494551424, 'num_steps': 0}
{'eval/walltime': 543.8104932308197, 'training/sps': 169.37622070947282, 'training/walltime': 483.65703082084656, 'training/entropy_loss': Array(-0.00507604, dtype=float32), 'training/policy_loss': Array(-0.0129559, dtype=float32), 'training/total_loss': Array(0.01469615, dtype=float32), 'training/v_loss': Array(0.0327281, dtype=float32), 'eval/episode_distance_from_origin': Array(3534.2212, dtype=float32), 'eval/episode_distance_reward': Array(0.7424561, dtype=float32), 'eval/episode_forward_reward': Array(74.245605, dtype=float32), 'eval/episode_reward': Array(-136.55984, dtype=float32), 'eval/episode_reward_alive': Array(7.6835938, dtype=float32), 'eval/episode_reward_linvel': Array(74.245605, dtype=float32), 'eval/episode_reward_quadctrl': Array(-219.23148, dtype=float32), 'eval/episode_x_position': Array(3499.2827, dtype=float32), 'eval/episode_x_velocity': Array(14.8491125, dtype=float32), 'eval/episode_y_position': Array(339.28012, dtype=float32), 'eval/episode_y_velocity': Array(-3.7419813, dtype=float32), 'eval/episode_distance_from_origin_std': Array(106.815636, dtype=float32), 'eval/episode_distance_reward_std': Array(0.6953514, dtype=float32), 'eval/episode_forward_reward_std': Array(69.53512, dtype=float32), 'eval/episode_reward_std': Array(74.92773, dtype=float32), 'eval/episode_reward_alive_std': Array(18.710047, dtype=float32), 'eval/episode_reward_linvel_std': Array(69.53512, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(4.810867, dtype=float32), 'eval/episode_x_position_std': Array(105.47731, dtype=float32), 'eval/episode_x_velocity_std': Array(13.907015, dtype=float32), 'eval/episode_y_position_std': Array(144.70827, dtype=float32), 'eval/episode_y_velocity_std': Array(19.19835, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 255.16941595077515, 'eval/sps': 501.62751489266464, 'num_steps': 81920}
{'eval/walltime': 7830.366899967194, 'training/sps': 583.8144008216037, 'training/walltime': 12512.016319036484, 'training/entropy_loss': Array(0.00453473, dtype=float32), 'training/policy_loss': Array(0.00624655, dtype=float32), 'training/total_loss': Array(0.02785616, dtype=float32), 'training/v_loss': Array(0.01707487, dtype=float32), 'eval/episode_distance_from_origin': Array(4955.7705, dtype=float32), 'eval/episode_distance_reward': Array(9.279414, dtype=float32), 'eval/episode_forward_reward': Array(927.94293, dtype=float32), 'eval/episode_reward': Array(658.6295, dtype=float32), 'eval/episode_reward_alive': Array(25.5625, dtype=float32), 'eval/episode_reward_linvel': Array(927.94293, dtype=float32), 'eval/episode_reward_quadctrl': Array(-304.1557, dtype=float32), 'eval/episode_x_position': Array(4889.4365, dtype=float32), 'eval/episode_x_velocity': Array(185.5884, dtype=float32), 'eval/episode_y_position': Array(-607.76514, dtype=float32), 'eval/episode_y_velocity': Array(-124.207214, dtype=float32), 'eval/episode_distance_from_origin_std': Array(248.7175, dtype=float32), 'eval/episode_distance_reward_std': Array(1.8704087, dtype=float32), 'eval/episode_forward_reward_std': Array(187.04225, dtype=float32), 'eval/episode_reward_std': Array(194.17586, dtype=float32), 'eval/episode_reward_alive_std': Array(5.124619, dtype=float32), 'eval/episode_reward_linvel_std': Array(187.04225, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(26.410349, dtype=float32), 'eval/episode_x_position_std': Array(234.55165, dtype=float32), 'eval/episode_x_velocity_std': Array(37.408398, dtype=float32), 'eval/episode_y_position_std': Array(191.94992, dtype=float32), 'eval/episode_y_velocity_std': Array(33.124294, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.90756678581238, 'eval/sps': 1067.4889286065068, 'num_steps': 3112960}
{'eval/walltime': 7950.226576089859, 'training/sps': 584.300289251422, 'training/walltime': 12652.218200683594, 'training/entropy_loss': Array(0.00470677, dtype=float32), 'training/policy_loss': Array(0.00794596, dtype=float32), 'training/total_loss': Array(0.02479447, dtype=float32), 'training/v_loss': Array(0.01214174, dtype=float32), 'eval/episode_distance_from_origin': Array(4924.882, dtype=float32), 'eval/episode_distance_reward': Array(9.002888, dtype=float32), 'eval/episode_forward_reward': Array(900.2903, dtype=float32), 'eval/episode_reward': Array(635.6592, dtype=float32), 'eval/episode_reward_alive': Array(23.046875, dtype=float32), 'eval/episode_reward_linvel': Array(900.2903, dtype=float32), 'eval/episode_reward_quadctrl': Array(-296.68115, dtype=float32), 'eval/episode_x_position': Array(4862.0254, dtype=float32), 'eval/episode_x_velocity': Array(180.05783, dtype=float32), 'eval/episode_y_position': Array(-590.03296, dtype=float32), 'eval/episode_y_velocity': Array(-118.571884, dtype=float32), 'eval/episode_distance_from_origin_std': Array(290.17825, dtype=float32), 'eval/episode_distance_reward_std': Array(2.0388176, dtype=float32), 'eval/episode_forward_reward_std': Array(203.88318, dtype=float32), 'eval/episode_reward_std': Array(208.60315, dtype=float32), 'eval/episode_reward_alive_std': Array(3.8382518, dtype=float32), 'eval/episode_reward_linvel_std': Array(203.88318, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(27.0515, dtype=float32), 'eval/episode_x_position_std': Array(272.3591, dtype=float32), 'eval/episode_x_velocity_std': Array(40.776596, dtype=float32), 'eval/episode_y_position_std': Array(206.01613, dtype=float32), 'eval/episode_y_velocity_std': Array(32.242107, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.8596761226654, 'eval/sps': 1067.9154503054365, 'num_steps': 3194880}
{'eval/walltime': 8070.060507059097, 'training/sps': 583.8617624363438, 'training/walltime': 12792.525385141373, 'training/entropy_loss': Array(0.00432298, dtype=float32), 'training/policy_loss': Array(0.00252713, dtype=float32), 'training/total_loss': Array(0.01813013, dtype=float32), 'training/v_loss': Array(0.01128003, dtype=float32), 'eval/episode_distance_from_origin': Array(4914.4395, dtype=float32), 'eval/episode_distance_reward': Array(8.916308, dtype=float32), 'eval/episode_forward_reward': Array(891.6323, dtype=float32), 'eval/episode_reward': Array(631.0928, dtype=float32), 'eval/episode_reward_alive': Array(23.199219, dtype=float32), 'eval/episode_reward_linvel': Array(891.6323, dtype=float32), 'eval/episode_reward_quadctrl': Array(-292.6553, dtype=float32), 'eval/episode_x_position': Array(4862.613, dtype=float32), 'eval/episode_x_velocity': Array(178.32626, dtype=float32), 'eval/episode_y_position': Array(-513.01843, dtype=float32), 'eval/episode_y_velocity': Array(-107.3161, dtype=float32), 'eval/episode_distance_from_origin_std': Array(275.51544, dtype=float32), 'eval/episode_distance_reward_std': Array(1.9266177, dtype=float32), 'eval/episode_forward_reward_std': Array(192.66356, dtype=float32), 'eval/episode_reward_std': Array(201.30229, dtype=float32), 'eval/episode_reward_alive_std': Array(4.5754695, dtype=float32), 'eval/episode_reward_linvel_std': Array(192.66356, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(30.806149, dtype=float32), 'eval/episode_x_position_std': Array(261.823, dtype=float32), 'eval/episode_x_velocity_std': Array(38.532677, dtype=float32), 'eval/episode_y_position_std': Array(185.65222, dtype=float32), 'eval/episode_y_velocity_std': Array(26.829535, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.83393096923828, 'eval/sps': 1068.1448815432582, 'num_steps': 3276800}
{'eval/walltime': 8190.120605945587, 'training/sps': 585.0767593008135, 'training/walltime': 12932.541201353073, 'training/entropy_loss': Array(0.0044686, dtype=float32), 'training/policy_loss': Array(0.00221767, dtype=float32), 'training/total_loss': Array(0.01767546, dtype=float32), 'training/v_loss': Array(0.01098919, dtype=float32), 'eval/episode_distance_from_origin': Array(4964.4717, dtype=float32), 'eval/episode_distance_reward': Array(9.190597, dtype=float32), 'eval/episode_forward_reward': Array(919.06165, dtype=float32), 'eval/episode_reward': Array(658.75745, dtype=float32), 'eval/episode_reward_alive': Array(22.933594, dtype=float32), 'eval/episode_reward_linvel': Array(919.06165, dtype=float32), 'eval/episode_reward_quadctrl': Array(-292.42868, dtype=float32), 'eval/episode_x_position': Array(4909.673, dtype=float32), 'eval/episode_x_velocity': Array(183.8121, dtype=float32), 'eval/episode_y_position': Array(-535.48206, dtype=float32), 'eval/episode_y_velocity': Array(-110.585304, dtype=float32), 'eval/episode_distance_from_origin_std': Array(236.18336, dtype=float32), 'eval/episode_distance_reward_std': Array(1.6216674, dtype=float32), 'eval/episode_forward_reward_std': Array(162.16847, dtype=float32), 'eval/episode_reward_std': Array(169.29878, dtype=float32), 'eval/episode_reward_alive_std': Array(5.352194, dtype=float32), 'eval/episode_reward_linvel_std': Array(162.16847, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(31.90617, dtype=float32), 'eval/episode_x_position_std': Array(228.70003, dtype=float32), 'eval/episode_x_velocity_std': Array(32.433647, dtype=float32), 'eval/episode_y_position_std': Array(176.62302, dtype=float32), 'eval/episode_y_velocity_std': Array(23.884466, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.06009888648987, 'eval/sps': 1066.1327217547678, 'num_steps': 3358720}
{'eval/walltime': 8309.611476421356, 'training/sps': 583.3333722621345, 'training/walltime': 13072.975477695465, 'training/entropy_loss': Array(0.0040425, dtype=float32), 'training/policy_loss': Array(8.705935e-05, dtype=float32), 'training/total_loss': Array(0.01751277, dtype=float32), 'training/v_loss': Array(0.01338321, dtype=float32), 'eval/episode_distance_from_origin': Array(4923.09, dtype=float32), 'eval/episode_distance_reward': Array(8.983818, dtype=float32), 'eval/episode_forward_reward': Array(898.38354, dtype=float32), 'eval/episode_reward': Array(641.6812, dtype=float32), 'eval/episode_reward_alive': Array(22.628906, dtype=float32), 'eval/episode_reward_linvel': Array(898.38354, dtype=float32), 'eval/episode_reward_quadctrl': Array(-288.31528, dtype=float32), 'eval/episode_x_position': Array(4873.2607, dtype=float32), 'eval/episode_x_velocity': Array(179.67645, dtype=float32), 'eval/episode_y_position': Array(-498.31888, dtype=float32), 'eval/episode_y_velocity': Array(-105.63, dtype=float32), 'eval/episode_distance_from_origin_std': Array(261.43936, dtype=float32), 'eval/episode_distance_reward_std': Array(1.8871897, dtype=float32), 'eval/episode_forward_reward_std': Array(188.72075, dtype=float32), 'eval/episode_reward_std': Array(195.1623, dtype=float32), 'eval/episode_reward_alive_std': Array(4.406248, dtype=float32), 'eval/episode_reward_linvel_std': Array(188.72075, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(30.272816, dtype=float32), 'eval/episode_x_position_std': Array(252.43297, dtype=float32), 'eval/episode_x_velocity_std': Array(37.74408, dtype=float32), 'eval/episode_y_position_std': Array(173.71948, dtype=float32), 'eval/episode_y_velocity_std': Array(24.805876, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.49087047576904, 'eval/sps': 1071.2115452029993, 'num_steps': 3440640}
{'eval/walltime': 8429.652671337128, 'training/sps': 584.5469374324349, 'training/walltime': 13213.118201494217, 'training/entropy_loss': Array(0.00406398, dtype=float32), 'training/policy_loss': Array(0.00032468, dtype=float32), 'training/total_loss': Array(0.01426706, dtype=float32), 'training/v_loss': Array(0.0098784, dtype=float32), 'eval/episode_distance_from_origin': Array(4919.3145, dtype=float32), 'eval/episode_distance_reward': Array(8.907383, dtype=float32), 'eval/episode_forward_reward': Array(890.74023, dtype=float32), 'eval/episode_reward': Array(629.28906, dtype=float32), 'eval/episode_reward_alive': Array(22.144531, dtype=float32), 'eval/episode_reward_linvel': Array(890.74023, dtype=float32), 'eval/episode_reward_quadctrl': Array(-292.50317, dtype=float32), 'eval/episode_x_position': Array(4869.7266, dtype=float32), 'eval/episode_x_velocity': Array(178.1478, dtype=float32), 'eval/episode_y_position': Array(-498.62952, dtype=float32), 'eval/episode_y_velocity': Array(-104.886665, dtype=float32), 'eval/episode_distance_from_origin_std': Array(217.9661, dtype=float32), 'eval/episode_distance_reward_std': Array(1.4866114, dtype=float32), 'eval/episode_forward_reward_std': Array(148.66264, dtype=float32), 'eval/episode_reward_std': Array(151.43297, dtype=float32), 'eval/episode_reward_alive_std': Array(4.3959994, dtype=float32), 'eval/episode_reward_linvel_std': Array(148.66264, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(33.04794, dtype=float32), 'eval/episode_x_position_std': Array(208.01685, dtype=float32), 'eval/episode_x_velocity_std': Array(29.732508, dtype=float32), 'eval/episode_y_position_std': Array(174.12451, dtype=float32), 'eval/episode_y_velocity_std': Array(23.376932, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.04119491577148, 'eval/sps': 1066.3006152997136, 'num_steps': 3522560}
{'eval/walltime': 8549.272439956665, 'training/sps': 582.7200295635998, 'training/walltime': 13353.700292110443, 'training/entropy_loss': Array(0.00405085, dtype=float32), 'training/policy_loss': Array(-0.00072092, dtype=float32), 'training/total_loss': Array(0.01389681, dtype=float32), 'training/v_loss': Array(0.01056688, dtype=float32), 'eval/episode_distance_from_origin': Array(4873.5293, dtype=float32), 'eval/episode_distance_reward': Array(8.66494, dtype=float32), 'eval/episode_forward_reward': Array(866.49524, dtype=float32), 'eval/episode_reward': Array(619.7578, dtype=float32), 'eval/episode_reward_alive': Array(22.121094, dtype=float32), 'eval/episode_reward_linvel': Array(866.49524, dtype=float32), 'eval/episode_reward_quadctrl': Array(-277.5238, dtype=float32), 'eval/episode_x_position': Array(4834.0234, dtype=float32), 'eval/episode_x_velocity': Array(173.29886, dtype=float32), 'eval/episode_y_position': Array(-412.45862, dtype=float32), 'eval/episode_y_velocity': Array(-93.54209, dtype=float32), 'eval/episode_distance_from_origin_std': Array(214.95529, dtype=float32), 'eval/episode_distance_reward_std': Array(1.5182023, dtype=float32), 'eval/episode_forward_reward_std': Array(151.82167, dtype=float32), 'eval/episode_reward_std': Array(157.4843, dtype=float32), 'eval/episode_reward_alive_std': Array(4.155073, dtype=float32), 'eval/episode_reward_linvel_std': Array(151.82167, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(29.365757, dtype=float32), 'eval/episode_x_position_std': Array(208.091, dtype=float32), 'eval/episode_x_velocity_std': Array(30.364307, dtype=float32), 'eval/episode_y_position_std': Array(156.09222, dtype=float32), 'eval/episode_y_velocity_std': Array(21.493332, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.61976861953735, 'eval/sps': 1070.0572445271719, 'num_steps': 3604480}
{'eval/walltime': 8669.354151010513, 'training/sps': 584.6575815177972, 'training/walltime': 13493.816494464874, 'training/entropy_loss': Array(0.00411203, dtype=float32), 'training/policy_loss': Array(-0.0005277, dtype=float32), 'training/total_loss': Array(0.01365703, dtype=float32), 'training/v_loss': Array(0.0100727, dtype=float32), 'eval/episode_distance_from_origin': Array(4957.964, dtype=float32), 'eval/episode_distance_reward': Array(9.264193, dtype=float32), 'eval/episode_forward_reward': Array(926.4212, dtype=float32), 'eval/episode_reward': Array(683.60095, dtype=float32), 'eval/episode_reward_alive': Array(22.769531, dtype=float32), 'eval/episode_reward_linvel': Array(926.4212, dtype=float32), 'eval/episode_reward_quadctrl': Array(-274.85443, dtype=float32), 'eval/episode_x_position': Array(4913.539, dtype=float32), 'eval/episode_x_velocity': Array(185.28403, dtype=float32), 'eval/episode_y_position': Array(-453.8725, dtype=float32), 'eval/episode_y_velocity': Array(-100.4359, dtype=float32), 'eval/episode_distance_from_origin_std': Array(249.28247, dtype=float32), 'eval/episode_distance_reward_std': Array(1.7903248, dtype=float32), 'eval/episode_forward_reward_std': Array(179.03398, dtype=float32), 'eval/episode_reward_std': Array(183.46411, dtype=float32), 'eval/episode_reward_alive_std': Array(4.6409783, dtype=float32), 'eval/episode_reward_linvel_std': Array(179.03398, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(29.357222, dtype=float32), 'eval/episode_x_position_std': Array(242.61134, dtype=float32), 'eval/episode_x_velocity_std': Array(35.80678, dtype=float32), 'eval/episode_y_position_std': Array(171.29857, dtype=float32), 'eval/episode_y_velocity_std': Array(24.348484, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.08171105384827, 'eval/sps': 1065.9408404215771, 'num_steps': 3686400}
{'eval/walltime': 8788.96650314331, 'training/sps': 582.2420175019827, 'training/walltime': 13634.51400089264, 'training/entropy_loss': Array(0.00399764, dtype=float32), 'training/policy_loss': Array(-0.00094858, dtype=float32), 'training/total_loss': Array(0.01366352, dtype=float32), 'training/v_loss': Array(0.01061446, dtype=float32), 'eval/episode_distance_from_origin': Array(5024.4297, dtype=float32), 'eval/episode_distance_reward': Array(9.738813, dtype=float32), 'eval/episode_forward_reward': Array(973.88416, dtype=float32), 'eval/episode_reward': Array(738.8974, dtype=float32), 'eval/episode_reward_alive': Array(23.292969, dtype=float32), 'eval/episode_reward_linvel': Array(973.88416, dtype=float32), 'eval/episode_reward_quadctrl': Array(-268.01898, dtype=float32), 'eval/episode_x_position': Array(4982.8975, dtype=float32), 'eval/episode_x_velocity': Array(194.77661, dtype=float32), 'eval/episode_y_position': Array(-428.22705, dtype=float32), 'eval/episode_y_velocity': Array(-97.89834, dtype=float32), 'eval/episode_distance_from_origin_std': Array(252.66833, dtype=float32), 'eval/episode_distance_reward_std': Array(1.8230169, dtype=float32), 'eval/episode_forward_reward_std': Array(182.30376, dtype=float32), 'eval/episode_reward_std': Array(188.79726, dtype=float32), 'eval/episode_reward_alive_std': Array(4.6760387, dtype=float32), 'eval/episode_reward_linvel_std': Array(182.30376, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(26.301546, dtype=float32), 'eval/episode_x_position_std': Array(245.29178, dtype=float32), 'eval/episode_x_velocity_std': Array(36.460697, dtype=float32), 'eval/episode_y_position_std': Array(172.08624, dtype=float32), 'eval/episode_y_velocity_std': Array(23.157381, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.61235213279724, 'eval/sps': 1070.1235927363969, 'num_steps': 3768320}
{'eval/walltime': 8908.9620616436, 'training/sps': 585.2457022646001, 'training/walltime': 13774.48939871788, 'training/entropy_loss': Array(0.00372177, dtype=float32), 'training/policy_loss': Array(-0.0010195, dtype=float32), 'training/total_loss': Array(0.01351758, dtype=float32), 'training/v_loss': Array(0.01081531, dtype=float32), 'eval/episode_distance_from_origin': Array(5043.0264, dtype=float32), 'eval/episode_distance_reward': Array(9.840239, dtype=float32), 'eval/episode_forward_reward': Array(984.0265, dtype=float32), 'eval/episode_reward': Array(743.7361, dtype=float32), 'eval/episode_reward_alive': Array(23.703125, dtype=float32), 'eval/episode_reward_linvel': Array(984.0265, dtype=float32), 'eval/episode_reward_quadctrl': Array(-273.83395, dtype=float32), 'eval/episode_x_position': Array(4996.7124, dtype=float32), 'eval/episode_x_velocity': Array(196.80504, dtype=float32), 'eval/episode_y_position': Array(-466.7629, dtype=float32), 'eval/episode_y_velocity': Array(-103.14052, dtype=float32), 'eval/episode_distance_from_origin_std': Array(222.00873, dtype=float32), 'eval/episode_distance_reward_std': Array(1.6555977, dtype=float32), 'eval/episode_forward_reward_std': Array(165.56131, dtype=float32), 'eval/episode_reward_std': Array(170.85387, dtype=float32), 'eval/episode_reward_alive_std': Array(4.7792835, dtype=float32), 'eval/episode_reward_linvel_std': Array(165.56131, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(28.300282, dtype=float32), 'eval/episode_x_position_std': Array(213.65462, dtype=float32), 'eval/episode_x_velocity_std': Array(33.112236, dtype=float32), 'eval/episode_y_position_std': Array(183.3551, dtype=float32), 'eval/episode_y_velocity_std': Array(24.46914, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.99555850028992, 'eval/sps': 1066.706148125397, 'num_steps': 3850240}
{'eval/walltime': 9028.48665857315, 'training/sps': 583.240871461857, 'training/walltime': 13914.945947647095, 'training/entropy_loss': Array(0.00412169, dtype=float32), 'training/policy_loss': Array(-0.00053423, dtype=float32), 'training/total_loss': Array(0.01284431, dtype=float32), 'training/v_loss': Array(0.00925685, dtype=float32), 'eval/episode_distance_from_origin': Array(5070.0576, dtype=float32), 'eval/episode_distance_reward': Array(10.052303, dtype=float32), 'eval/episode_forward_reward': Array(1005.23315, dtype=float32), 'eval/episode_reward': Array(773.3398, dtype=float32), 'eval/episode_reward_alive': Array(22.867188, dtype=float32), 'eval/episode_reward_linvel': Array(1005.23315, dtype=float32), 'eval/episode_reward_quadctrl': Array(-264.81317, dtype=float32), 'eval/episode_x_position': Array(5021.977, dtype=float32), 'eval/episode_x_velocity': Array(201.04636, dtype=float32), 'eval/episode_y_position': Array(-487.8993, dtype=float32), 'eval/episode_y_velocity': Array(-105.7672, dtype=float32), 'eval/episode_distance_from_origin_std': Array(258.55743, dtype=float32), 'eval/episode_distance_reward_std': Array(1.9119434, dtype=float32), 'eval/episode_forward_reward_std': Array(191.19623, dtype=float32), 'eval/episode_reward_std': Array(196.15355, dtype=float32), 'eval/episode_reward_alive_std': Array(5.1993403, dtype=float32), 'eval/episode_reward_linvel_std': Array(191.19623, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(26.62133, dtype=float32), 'eval/episode_x_position_std': Array(249.68553, dtype=float32), 'eval/episode_x_velocity_std': Array(38.2392, dtype=float32), 'eval/episode_y_position_std': Array(186.44926, dtype=float32), 'eval/episode_y_velocity_std': Array(26.033691, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 119.52459692955017, 'eval/sps': 1070.9092796643806, 'num_steps': 3932160}
{'eval/walltime': 9148.75076842308, 'training/sps': 585.0642813198605, 'training/walltime': 14054.964750051498, 'training/entropy_loss': Array(0.00373622, dtype=float32), 'training/policy_loss': Array(-0.00013991, dtype=float32), 'training/total_loss': Array(0.01859983, dtype=float32), 'training/v_loss': Array(0.01500352, dtype=float32), 'eval/episode_distance_from_origin': Array(5107.5073, dtype=float32), 'eval/episode_distance_reward': Array(10.349451, dtype=float32), 'eval/episode_forward_reward': Array(1034.9486, dtype=float32), 'eval/episode_reward': Array(804.7687, dtype=float32), 'eval/episode_reward_alive': Array(22.863281, dtype=float32), 'eval/episode_reward_linvel': Array(1034.9486, dtype=float32), 'eval/episode_reward_quadctrl': Array(-263.3929, dtype=float32), 'eval/episode_x_position': Array(5052.815, dtype=float32), 'eval/episode_x_velocity': Array(206.98943, dtype=float32), 'eval/episode_y_position': Array(-548.6791, dtype=float32), 'eval/episode_y_velocity': Array(-113.888336, dtype=float32), 'eval/episode_distance_from_origin_std': Array(273.35855, dtype=float32), 'eval/episode_distance_reward_std': Array(2.1261494, dtype=float32), 'eval/episode_forward_reward_std': Array(212.61699, dtype=float32), 'eval/episode_reward_std': Array(220.47011, dtype=float32), 'eval/episode_reward_alive_std': Array(4.63121, dtype=float32), 'eval/episode_reward_linvel_std': Array(212.61699, dtype=float32), 'eval/episode_reward_quadctrl_std': Array(24.992014, dtype=float32), 'eval/episode_x_position_std': Array(266.3541, dtype=float32), 'eval/episode_x_velocity_std': Array(42.52335, dtype=float32), 'eval/episode_y_position_std': Array(168.93654, dtype=float32), 'eval/episode_y_velocity_std': Array(23.561985, dtype=float32), 'eval/avg_episode_length': Array(1000., dtype=float32), 'eval/epoch_eval_time': 120.26410984992981, 'eval/sps': 1064.3241791730163, 'num_steps': 4014080}
